date:c,temperature:n,humidity:n,light:n,co2:n,occupancy:t
2015-02-04,22,27,0,627,no
2015-02-04,22,27,0,622,no
2015-02-04,22,27,0,620,no
2015-02-04,22,27,0,622,no
2015-02-04,22,27,0,616,no
2015-02-04,22,27,0,609,no
2015-02-04,22,27,0,614,no
2015-02-04,22,27,0,614,no
2015-02-04,22,27,0,611,no
2015-02-04,22,27,0,612,no
2015-02-04,22,27,0,608,no
2015-02-04,22,27,0,606,no
2015-02-04,22,27,0,609,no
2015-02-04,22,27,0,609,no
2015-02-04,22,27,0,603,no
2015-02-04,22,27,0,598,no
2015-02-04,22,27,0,595,no
2015-02-04,22,27,0,591,no
2015-02-04,22,27,0,591,no
2015-02-04,22,27,0,595,no
2015-02-04,22,27,0,594,no
2015-02-04,22,27,0,594,no
2015-02-04,22,27,0,592,no
2015-02-04,22,27,0,587,no
2015-02-04,22,27,0,586,no
2015-02-04,22,27,0,586,no
2015-02-04,22,27,0,585,no
2015-02-04,22,27,0,585,no
2015-02-04,22,27,0,586,no
2015-02-04,22,27,0,585,no
2015-02-04,22,27,0,577,no
2015-02-04,22,27,0,580,no
2015-02-04,22,27,0,582,no
2015-02-04,22,27,0,580,no
2015-02-04,22,27,0,578,no
2015-02-04,22,27,0,577,no
2015-02-04,22,27,0,580,no
2015-02-04,22,27,0,573,no
2015-02-04,22,27,0,567,no
2015-02-04,22,27,0,568,no
2015-02-04,22,27,0,575,no
2015-02-04,22,27,0,564,no
2015-02-04,22,27,0,563,no
2015-02-04,22,27,0,565,no
2015-02-04,22,27,0,566,no
2015-02-04,22,27,0,562,no
2015-02-04,22,27,0,566,no
2015-02-04,22,27,0,570,no
2015-02-04,22,27,0,562,no
2015-02-04,22,27,0,560,no
2015-02-04,22,27,0,558,no
2015-02-04,22,27,0,556,no
2015-02-04,22,27,0,557,no
2015-02-04,22,27,0,557,no
2015-02-04,22,27,0,558,no
2015-02-04,22,27,0,555,no
2015-02-04,22,27,0,555,no
2015-02-04,22,27,0,553,no
2015-02-04,22,27,0,550,no
2015-02-04,22,27,0,549,no
2015-02-04,22,27,0,552,no
2015-02-04,22,27,0,549,no
2015-02-04,22,27,0,548,no
2015-02-04,22,27,0,548,no
2015-02-04,22,27,0,553,no
2015-02-04,22,27,0,548,no
2015-02-04,22,27,0,549,no
2015-02-04,22,27,0,540,no
2015-02-04,22,27,0,538,no
2015-02-04,22,27,0,542,no
2015-02-04,22,27,0,542,no
2015-02-04,22,27,0,538,no
2015-02-04,22,27,0,538,no
2015-02-04,22,27,0,538,no
2015-02-04,22,27,0,536,no
2015-02-04,22,27,0,535,no
2015-02-04,22,27,0,533,no
2015-02-04,22,27,0,530,no
2015-02-04,22,27,0,530,no
2015-02-04,22,27,0,531,no
2015-02-04,22,27,0,533,no
2015-02-04,22,27,0,531,no
2015-02-04,22,27,0,529,no
2015-02-04,22,27,0,529,no
2015-02-04,22,27,0,525,no
2015-02-04,22,27,0,529,no
2015-02-04,22,27,0,531,no
2015-02-04,22,27,0,528,no
2015-02-04,22,27,0,526,no
2015-02-04,22,27,0,530,no
2015-02-04,22,27,0,533,no
2015-02-04,22,27,0,529,no
2015-02-04,22,27,0,528,no
2015-02-04,22,27,0,526,no
2015-02-04,22,27,0,526,no
2015-02-04,22,27,0,521,no
2015-02-04,22,27,0,518,no
2015-02-04,22,27,0,516,no
2015-02-04,22,27,0,520,no
2015-02-04,22,27,0,524,no
2015-02-04,22,27,0,526,no
2015-02-04,22,27,0,526,no
2015-02-04,22,27,0,514,no
2015-02-04,22,27,0,518,no
2015-02-04,22,27,0,518,no
2015-02-04,22,27,0,520,no
2015-02-04,22,27,0,521,no
2015-02-04,22,27,0,518,no
2015-02-04,22,27,0,517,no
2015-02-04,22,27,0,512,no
2015-02-04,22,27,0,514,no
2015-02-04,22,27,0,516,no
2015-02-04,22,27,0,517,no
2015-02-04,22,27,0,515,no
2015-02-04,22,27,0,512,no
2015-02-04,22,27,0,515,no
2015-02-04,22,27,0,511,no
2015-02-04,22,27,0,514,no
2015-02-04,22,26,0,508,no
2015-02-04,22,26,0,510,no
2015-02-04,22,26,0,509,no
2015-02-04,22,26,0,509,no
2015-02-04,22,26,0,507,no
2015-02-04,22,26,0,507,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,501,no
2015-02-04,22,26,0,500,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,503,no
2015-02-04,22,26,0,503,no
2015-02-04,22,26,0,502,no
2015-02-04,22,26,0,502,no
2015-02-04,22,26,0,503,no
2015-02-04,22,26,0,497,no
2015-02-04,22,26,0,502,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,501,no
2015-02-04,22,26,0,494,no
2015-02-04,22,26,0,500,no
2015-02-04,22,26,0,505,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,501,no
2015-02-04,22,26,0,499,no
2015-02-04,22,26,0,502,no
2015-02-04,22,26,0,504,no
2015-02-04,22,26,0,501,no
2015-02-04,22,26,0,493,no
2015-02-04,22,26,0,493,no
2015-02-04,22,26,0,493,no
2015-02-04,22,26,0,496,no
2015-02-04,22,26,0,493,no
2015-02-04,22,26,0,490,no
2015-02-04,22,26,0,493,no
2015-02-04,22,26,0,495,no
2015-02-04,22,26,0,496,no
2015-02-04,22,26,0,491,no
2015-02-04,22,26,0,491,no
2015-02-04,22,26,0,490,no
2015-02-04,22,26,0,491,no
2015-02-04,22,26,0,492,no
2015-02-04,22,26,0,494,no
2015-02-04,21,26,0,494,no
2015-02-04,22,26,0,490,no
2015-02-04,22,26,0,488,no
2015-02-04,22,26,0,490,no
2015-02-04,22,26,0,487,no
2015-02-04,21,26,0,493,no
2015-02-04,21,26,0,494,no
2015-02-04,21,26,0,493,no
2015-02-04,21,26,0,488,no
2015-02-04,22,26,0,488,no
2015-02-04,21,26,0,485,no
2015-02-04,21,26,0,484,no
2015-02-04,21,26,0,489,no
2015-02-04,21,26,0,488,no
2015-02-04,22,26,0,493,no
2015-02-04,21,26,0,491,no
2015-02-04,21,26,0,488,no
2015-02-04,21,26,0,487,no
2015-02-04,21,26,0,489,no
2015-02-04,22,26,0,489,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,485,no
2015-02-04,21,26,0,485,no
2015-02-04,21,26,0,487,no
2015-02-04,21,26,0,492,no
2015-02-04,21,26,0,491,no
2015-02-04,21,26,0,488,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,480,no
2015-02-04,21,26,0,481,no
2015-02-04,21,26,0,482,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,485,no
2015-02-04,21,26,0,473,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,486,no
2015-02-04,21,26,0,482,no
2015-02-04,21,26,0,483,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,477,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,480,no
2015-02-04,21,26,0,480,no
2015-02-04,21,26,0,482,no
2015-02-04,21,26,0,480,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,476,no
2015-02-04,21,26,0,479,no
2015-02-04,21,26,0,471,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,476,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,477,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,477,no
2015-02-04,21,26,0,476,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,478,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,473,no
2015-02-04,21,26,0,472,no
2015-02-04,21,26,0,470,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,470,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,471,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,472,no
2015-02-04,21,26,0,472,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,471,no
2015-02-04,21,26,0,471,no
2015-02-04,21,26,0,471,no
2015-02-04,21,26,0,475,no
2015-02-04,21,26,0,476,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,474,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,470,no
2015-02-04,21,26,0,473,no
2015-02-04,21,26,0,468,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,470,no
2015-02-04,21,26,0,469,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,467,no
2015-02-04,21,26,0,465,no
2015-02-04,21,25,0,466,no
2015-02-04,21,26,0,473,no
2015-02-04,21,25,0,475,no
2015-02-04,21,25,0,471,no
2015-02-04,21,25,0,470,no
2015-02-04,21,25,0,466,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,473,no
2015-02-04,21,25,0,468,no
2015-02-04,21,25,0,463,no
2015-02-04,21,25,0,466,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,468,no
2015-02-04,21,25,0,468,no
2015-02-04,21,25,0,468,no
2015-02-04,21,25,0,466,no
2015-02-04,21,25,0,464,no
2015-02-04,21,25,0,465,no
2015-02-04,21,25,0,466,no
2015-02-04,21,25,0,466,no
2015-02-04,21,25,0,464,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,465,no
2015-02-04,21,25,0,462,no
2015-02-04,21,25,0,460,no
2015-02-04,21,25,0,458,no
2015-02-04,21,25,0,463,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,467,no
2015-02-04,21,25,0,463,no
2015-02-04,21,25,0,465,no
2015-02-04,21,25,0,463,no
2015-02-04,21,25,0,460,no
2015-02-04,21,25,0,457,no
2015-02-04,21,25,0,456,no
2015-02-04,21,25,0,454,no
2015-02-04,21,25,0,454,no
2015-02-04,21,25,0,458,no
2015-02-04,21,25,0,456,no
2015-02-05,21,25,0,457,no
2015-02-05,21,25,0,459,no
2015-02-05,21,25,0,460,no
2015-02-05,21,25,0,464,no
2015-02-05,21,25,0,465,no
2015-02-05,21,25,0,461,no
2015-02-05,21,25,0,459,no
2015-02-05,21,25,0,459,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,456,no
2015-02-05,21,25,0,463,no
2015-02-05,21,25,0,462,no
2015-02-05,21,25,0,458,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,457,no
2015-02-05,21,25,0,456,no
2015-02-05,21,25,0,456,no
2015-02-05,21,25,0,461,no
2015-02-05,21,25,0,463,no
2015-02-05,21,25,0,460,no
2015-02-05,21,25,0,456,no
2015-02-05,21,25,0,455,no
2015-02-05,21,25,0,449,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,453,no
2015-02-05,21,25,0,457,no
2015-02-05,21,25,0,453,no
2015-02-05,21,25,0,449,no
2015-02-05,21,25,0,459,no
2015-02-05,21,25,0,455,no
2015-02-05,21,25,0,456,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,452,no
2015-02-05,21,25,0,452,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,453,no
2015-02-05,21,25,0,454,no
2015-02-05,21,25,0,457,no
2015-02-05,21,25,0,450,no
2015-02-05,21,26,0,451,no
2015-02-05,21,26,0,451,no
2015-02-05,21,25,0,449,no
2015-02-05,21,26,0,449,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,449,no
2015-02-05,21,26,0,445,no
2015-02-05,21,25,0,443,no
2015-02-05,21,26,0,447,no
2015-02-05,21,26,0,446,no
2015-02-05,21,26,0,452,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,449,no
2015-02-05,21,25,0,452,no
2015-02-05,21,25,0,452,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,449,no
2015-02-05,21,25,0,449,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,447,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,451,no
2015-02-05,21,25,0,450,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,436,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,435,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,437,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,435,no
2015-02-05,21,25,0,436,no
2015-02-05,21,25,0,432,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,436,no
2015-02-05,21,25,0,437,no
2015-02-05,21,25,0,437,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,435,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,435,no
2015-02-05,21,25,0,432,no
2015-02-05,21,25,0,436,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,428,no
2015-02-05,21,25,0,431,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,446,no
2015-02-05,21,25,0,447,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,438,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,448,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,443,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,441,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,436,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,440,no
2015-02-05,21,25,0,439,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,442,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,445,no
2015-02-05,21,25,0,444,no
2015-02-05,21,25,0,446,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,444,no
2015-02-05,21,25,0,443,no
2015-02-05,21,24,0,445,no
2015-02-05,21,25,0,444,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,439,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,441,no
2015-02-05,21,24,0,441,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,441,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,448,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,439,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,438,no
2015-02-05,21,24,0,439,no
2015-02-05,21,24,0,440,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,453,no
2015-02-05,21,24,0,451,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,450,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,442,no
2015-02-05,21,24,0,450,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,450,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,447,no
2015-02-05,21,24,0,453,no
2015-02-05,21,24,0,451,no
2015-02-05,21,24,0,451,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,452,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,446,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,448,no
2015-02-05,21,24,0,448,no
2015-02-05,21,24,0,449,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,444,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,445,no
2015-02-05,21,24,0,447,no
2015-02-05,21,23,0,446,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,451,no
2015-02-05,21,24,0,448,no
2015-02-05,21,24,0,448,no
2015-02-05,21,23,0,447,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,441,no
2015-02-05,21,24,0,443,no
2015-02-05,21,24,0,453,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,447,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,447,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,446,no
2015-02-05,21,23,0,443,no
2015-02-05,21,23,0,443,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,453,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,453,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,446,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,447,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,448,no
2015-02-05,21,23,0,450,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,458,no
2015-02-05,21,23,0,456,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,458,no
2015-02-05,21,23,0,460,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,449,no
2015-02-05,21,23,0,459,no
2015-02-05,21,23,0,457,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,453,no
2015-02-05,21,23,0,457,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,458,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,456,no
2015-02-05,21,23,0,458,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,451,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,456,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,455,no
2015-02-05,21,23,0,452,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,457,no
2015-02-05,21,23,0,457,no
2015-02-05,21,23,0,454,no
2015-02-05,21,23,0,454,no
